group_id,major_code,major_name,membership_evidence_url,verification_status
SXJD-460103,460103,数控技术,https://zsjyzdzx.sxjdxy.edu.cn/info/1309/3508.htm,verified
SXJD-460103,460305,工业机器人技术,https://zsjyzdzx.sxjdxy.edu.cn/info/1309/3538.htm,verified
SXJD-460103,460301,机电一体化技术,https://jxgcx.sxjdxy.edu.cn/info/1212/12413.htm,verified
SXJD-460103,460302,智能机电技术,https://jxgcx.sxjdxy.edu.cn/info/1212/12463.htm,verified
HNZJ-460103,460103,数控技术,https://news.hnzj.edu.cn/info/1019/16957.htm,verified
HNZJ-460103,460301,机电一体化技术,https://news.hnzj.edu.cn/info/1019/16957.htm,verified
HNZJ-460103,460305,工业机器人技术,https://news.hnzj.edu.cn/info/1019/16957.htm,verified
HNZJ-460103,460113,模具设计与制造,https://news.hnzj.edu.cn/info/1019/16957.htm,verified
HNZJ-460103,460110,智能焊接技术,https://news.hnzj.edu.cn/info/1019/16957.htm,verified
HNZJ-460103,460102,数字化设计与制造技术,https://www.hnzj.edu.cn/info/1011/23771.htm,verified
HNZJ-460103,460107,材料成型及控制技术,https://www.hnzj.edu.cn/info/1011/23771.htm,verified
HNZJ-460103,460310,工业互联网应用,https://www.hnzj.edu.cn/info/1011/23771.htm,verified
