institution_code,seed_url,seed_type,evidence_url,verification_status
SXJD,https://www.sxjdxy.edu.cn/rcpy/zyrcpyfa.htm,teaching_affairs,https://www.sxjdxy.edu.cn/rcpy/zyrcpyfa.htm,verified
HNZJ,https://jwc.hnzj.edu.cn/rcpy/znzzxy.htm,teaching_affairs,https://jwc.hnzj.edu.cn/rcpy/znzzxy.htm,verified
HNZJ,https://jwc.hnzj.edu.cn/rcpy/clgcxy.htm,teaching_affairs,https://jwc.hnzj.edu.cn/rcpy/clgcxy.htm,verified
HNZJ,https://jwc.hnzj.edu.cn/rcpy/kzgcxy.htm,teaching_affairs,https://jwc.hnzj.edu.cn/rcpy/kzgcxy.htm,verified
WZVTC,https://jwc.wzvtc.cn/2025/1222/c550679a3161707/page.htm,teaching_affairs,https://jwc.wzvtc.cn/2025/1222/c550679a3161707/page.htm,verified
HNPI,https://www.hnpi.edu.cn/jwc/2025/0930/c624a117552/page.htm,teaching_affairs,https://www.hnpi.edu.cn/jwc/2025/0930/c624a117552/page.htm,verified
BITC,https://admission.bitc.edu.cn/info/1371/5841.htm,teaching_affairs,https://admission.bitc.edu.cn/info/1371/5841.htm,verified
HNCC,https://www.hncc.edu.cn/index/rcpyfa.htm,teaching_affairs,https://www.hncc.edu.cn/index/rcpyfa.htm,verified
BGY,https://www.bgy.edu.cn/xxxw/d60be85826fd425d93a980c229c8dac9.htm,official_group_announcement,https://www.bgy.edu.cn/xxxw/d60be85826fd425d93a980c229c8dac9.htm,verified
BGY,https://jwc.bgy.edu.cn/,teaching_affairs,https://jwc.bgy.edu.cn/,verified
TJMVTC,https://jw.tjmvtc.edu.cn/info/1058/1267.htm,teaching_affairs,https://jw.tjmvtc.edu.cn/info/1058/1267.htm,verified
TJMC,https://jwc.tjmc.edu.cn/wejlist.jsp?urltype=tree.TreeTempUrl&wbtreeid=1951,teaching_affairs,https://jwc.tjmc.edu.cn/wejlist.jsp?urltype=tree.TreeTempUrl&wbtreeid=1951,verified
TJEIC,https://www.tjdz.edu.cn/a/departmentsite/dianzixi/,school_college,https://www.tjdz.edu.cn/a/departmentsite/dianzixi/,verified
CZIMT,https://www.czimt.edu.cn/xxgkw/2026/0114/c5483a181220/page.htm,teaching_affairs,https://www.czimt.edu.cn/xxgkw/2026/0114/c5483a181220/page.htm,verified
CZIMT,https://www.czimt.edu.cn/xxgkw/2026/0114/c5483a181218/page.htm,teaching_affairs,https://www.czimt.edu.cn/xxgkw/2026/0114/c5483a181218/page.htm,verified
CZIMT,https://www.czimt.edu.cn/xxgkw/2026/0114/c5483a181226/page.htm,teaching_affairs,https://www.czimt.edu.cn/xxgkw/2026/0114/c5483a181226/page.htm,verified
CZIMT,https://www.czimt.edu.cn/xxgkw/2026/0114/c5483a181229/page.htm,teaching_affairs,https://www.czimt.edu.cn/xxgkw/2026/0114/c5483a181229/page.htm,verified
TJTC,https://jwc.tjtc.edu.cn/info/1959/2176.htm,teaching_affairs,https://jwc.tjtc.edu.cn/info/1959/2176.htm,verified
ZFC,https://www.zfc.edu.cn/2025/0627/c3526a64093/page.htm,teaching_affairs,https://www.zfc.edu.cn/2025/0627/c3526a64093/page.htm,verified
ZFC,https://www.zfc.edu.cn/2026/0609/c3526a66870/page.htm,teaching_affairs,https://www.zfc.edu.cn/2026/0609/c3526a66870/page.htm,verified
ZIME,https://www.zime.edu.cn/zjjdjwc/info/1143/1732.htm,teaching_affairs,https://www.zime.edu.cn/zjjdjwc/info/1143/1732.htm,verified
ZIME,https://www.zime.edu.cn/zjjdjwc/info/1143/1734.htm,teaching_affairs,https://www.zime.edu.cn/zjjdjwc/info/1143/1734.htm,verified
ZJTIE,https://jwc.zjtie.edu.cn/65/list.htm,teaching_affairs,https://jwc.zjtie.edu.cn/65/list.htm,verified
ZJTIE,https://ltjj.zjtie.edu.cn/1663/list.htm,college,https://ltjj.zjtie.edu.cn/1663/list.htm,verified
ZJITC,https://jwc.zjitc.edu.cn/info/1003/3054.htm,teaching_affairs,https://jwc.zjitc.edu.cn/info/1003/3054.htm,verified
ZJBC,https://www.zjbc.edu.cn/dit/113/listm2.htm,teaching_affairs,https://www.zjbc.edu.cn/dit/113/listm2.htm,verified
WZVCST,https://dean.wzvcst.edu.cn/info/1087/2122.htm,teaching_affairs,https://dean.wzvcst.edu.cn/info/1087/2122.htm,verified
ZJIET,https://www.zjiet.edu.cn/114/,school_profile,https://www.zjiet.edu.cn/114/,verified
TCZJ,https://www.tourzj.edu.cn/info/1084/24373.htm,teaching_affairs,https://www.tourzj.edu.cn/info/1084/24373.htm,verified
ZJVTIT,https://www.zjvtit.edu.cn/rcpy/pyfa.htm,teaching_affairs,https://www.zjvtit.edu.cn/rcpy/pyfa.htm,verified
ZJVTIT,https://www.zjvtit.edu.cn/info/1034/22428.htm,teaching_affairs,https://www.zjvtit.edu.cn/info/1034/22428.htm,verified
ZJJS,https://www.zjjs.edu.cn/pagelist.jsp?id=c130c4b7ddc443e49aa9326bf813f2b6,teaching_affairs,https://www.zjjs.edu.cn/pagelist.jsp?id=c130c4b7ddc443e49aa9326bf813f2b6,verified
ZJJS,https://www.zjjs.edu.cn/_img/2026/01/09/20260109194527974.pdf,official_group_announcement,https://www.zjjs.edu.cn/_img/2026/01/09/20260109194527974.pdf,verified
ZJJS,https://zsw.zjjs.edu.cn/danye/26.shtml,school_college,https://zsw.zjjs.edu.cn/danye/26.shtml,verified
ZJJS,https://zsw.zjjs.edu.cn/danye/29.shtml,school_college,https://zsw.zjjs.edu.cn/danye/29.shtml,verified
YWICC,https://www.ywicc.edu.cn/info/1015/23092.htm,official_group_announcement,https://www.ywicc.edu.cn/info/1015/23092.htm,verified
YWICC,https://wywm.ywicc.edu.cn/xygk/xyjj.htm,school_college,https://wywm.ywicc.edu.cn/xygk/xyjj.htm,verified
YWICC,https://wywm.ywicc.edu.cn/zyjs/rcpyfa.htm,teaching_affairs,https://wywm.ywicc.edu.cn/zyjs/rcpyfa.htm,verified
YWICC,https://wywm.ywicc.edu.cn/info/1054/2115.htm,teaching_affairs,https://wywm.ywicc.edu.cn/info/1054/2115.htm,verified
SICT,https://www.sict.edu.cn/,school_homepage,https://www.sict.edu.cn/,access_blocked
SICT,https://www.sict.edu.cn/uploads/2024/0731/17224061394c37011e47e39c1f.pdf,official_school_profile,https://www.sict.edu.cn/uploads/2024/0731/17224061394c37011e47e39c1f.pdf,verified
SICT,https://jnedu.jinan.gov.cn/col/col83009/art/2026/art_6b324883d29c49a4bd9da9ccd1bb5fea.html,official_group_announcement,https://jnedu.jinan.gov.cn/col/col83009/art/2026/art_6b324883d29c49a4bd9da9ccd1bb5fea.html,verified
SICT,https://cj.sina.com.cn/articles/view/5895814239/15f6afc5f02001cgfs,secondary_membership_evidence,https://cj.sina.com.cn/articles/view/5895814239/15f6afc5f02001cgfs,manual_review_required
SICT,https://edu.china.com.cn/2025-06/05/content_117912425.shtml,secondary_membership_evidence,https://edu.china.com.cn/2025-06/05/content_117912425.shtml,manual_review_required
SICT,https://sd.sina.cn/news/2026-06-28/detail-inieykzq0412984.d.html,secondary_group_evidence,https://sd.sina.cn/news/2026-06-28/detail-inieykzq0412984.d.html,manual_review_required
ZBPU,https://www.zbpu.edu.cn/info/1114/16339.htm,official_group_announcement,https://www.zbpu.edu.cn/info/1114/16339.htm,verified
ZBPU,https://www.moe.gov.cn/jyb_xwfb/s5147/202512/t20251218_1423785.html,education_authority_group_evidence,https://www.moe.gov.cn/jyb_xwfb/s5147/202512/t20251218_1423785.html,verified
ZBPU,https://paper.jyb.cn/zgjyb/h5/html5/2026-06/09/content_144744_19604066.htm,education_authority_group_evidence,https://paper.jyb.cn/zgjyb/h5/html5/2026-06/09/content_144744_19604066.htm,verified
ZBPU,https://www.zbpu.edu.cn/xxgk/info/1006/2746.htm,official_2025_major_settings,https://www.zbpu.edu.cn/xxgk/info/1006/2746.htm,verified
ZBPU,https://jdxy.zbpu.edu.cn/rcpy/zysz.htm,school_college,https://jdxy.zbpu.edu.cn/rcpy/zysz.htm,verified
ZBPU,https://hgx.zbpu.edu.cn/zysz.htm,school_college,https://hgx.zbpu.edu.cn/zysz.htm,verified
ZBPU,https://jwc.zbpu.edu.cn/info/1012/3889.htm,teaching_affairs,https://jwc.zbpu.edu.cn/info/1012/3889.htm,verified
ZBPU,https://www.zbpu.edu.cn/xxgk/jxzlxx/zyqk.htm,teaching_affairs,https://www.zbpu.edu.cn/xxgk/jxzlxx/zyqk.htm,verified
ZBPU,https://www.zbpu.edu.cn/xxgk/info/1063/2730.htm,official_disclosure_report,https://www.zbpu.edu.cn/xxgk/info/1063/2730.htm,verified
BZPT,https://xxgk.bzpt.edu.cn/info/1401/7267.htm,official_group_announcement,https://xxgk.bzpt.edu.cn/info/1401/7267.htm,verified
BZPT,https://jdgc.bzpt.edu.cn/info/1011/3926.htm,school_college_group_membership,https://jdgc.bzpt.edu.cn/info/1011/3926.htm,verified
BZPT,https://qf.bzpt.edu.cn/xygk/bmjj.htm,school_college_group_evidence,https://qf.bzpt.edu.cn/xygk/bmjj.htm,verified
BZPT,https://jwc.bzpt.edu.cn/__local/E/88/5D/67D320E48F0EF8CC12BADF179E0_9FCE7537_5FD91C.pdf,official_quality_report_group_membership,https://jwc.bzpt.edu.cn/__local/E/88/5D/67D320E48F0EF8CC12BADF179E0_9FCE7537_5FD91C.pdf,verified
BZPT,https://jwc.bzpt.edu.cn/info/1201/2322.htm,teaching_affairs,https://jwc.bzpt.edu.cn/info/1201/2322.htm,verified
BZPT,https://jwc.bzpt.edu.cn/rcpy.htm,teaching_affairs_plan_index,https://jwc.bzpt.edu.cn/rcpy.htm,verified
BZPT,https://cwc.bzpt.edu.cn/__local/2/74/FA/8BCF1A3A3BCCA543D1ECC7A432F_87315478_1637E.pdf,official_2025_major_settings,https://cwc.bzpt.edu.cn/__local/2/74/FA/8BCF1A3A3BCCA543D1ECC7A432F_87315478_1637E.pdf,verified
RZPT,https://www.rzpt.cn/xxgk/xxjj.htm,official_group_announcement,https://www.rzpt.cn/xxgk/xxjj.htm,verified
RZPT,https://www.rzpt.cn/info/1080/35787.htm,official_quality_report,https://www.rzpt.cn/info/1080/35787.htm,verified
RZPT,https://hyjsx.rzpt.cn/zysz1.htm,school_college,https://hyjsx.rzpt.cn/zysz1.htm,verified
RZPT,https://hyjsx.rzpt.cn/zyqjs.htm,school_college_group_page,https://hyjsx.rzpt.cn/zyqjs.htm,verified
RZPT,https://znyjx.rzpt.cn/dpzw.jsp?urltype=tree.TreeTempUrl&wbtreeid=1096,school_college,https://znyjx.rzpt.cn/dpzw.jsp?urltype=tree.TreeTempUrl&wbtreeid=1096,verified
RZPT,https://www.rzpt.cn/info/1070/34492.htm,teaching_affairs,https://www.rzpt.cn/info/1070/34492.htm,verified
RZPT,https://www.rzpt.cn/search.jsp?wbtreeid=1001,official_site_search,https://www.rzpt.cn/search.jsp?wbtreeid=1001,verified
RZPT,https://gotorzu.rzpt.cn/__local/D/49/18/570EE252619F214FFEB2FCA2F6C_9980CA33_6D914.pdf,official_2025_major_settings,https://gotorzu.rzpt.cn/__local/D/49/18/570EE252619F214FFEB2FCA2F6C_9980CA33_6D914.pdf,verified
SDP,https://www.sdp.edu.cn/xwzx/info/1011/55397.htm,official_group_announcement,https://www.sdp.edu.cn/xwzx/info/1011/55397.htm,verified
SDP,https://www.sdp.edu.cn/xwzx/info/1011/41957.htm,official_group_evidence,https://www.sdp.edu.cn/xwzx/info/1011/41957.htm,verified
SDP,https://www.sdp.edu.cn/csgd/,school_college_group_membership,https://www.sdp.edu.cn/csgd/,verified
SDP,https://www.sdp.edu.cn/csgd/info/1073/1422.htm,official_2025_plan_review,https://www.sdp.edu.cn/csgd/info/1073/1422.htm,verified
SDP,https://www.sdp.edu.cn/jcyjd/info/1031/2273.htm,school_college,https://www.sdp.edu.cn/jcyjd/info/1031/2273.htm,verified
SDP,https://www.sdp.edu.cn/jcyjd/xzzq.htm,school_college_download_index,https://www.sdp.edu.cn/jcyjd/xzzq.htm,verified
SDP,https://www.sdp.edu.cn/__local/A/36/35/91CD6C40BDAFBD317F61B8C08D4_40834A3D_C3252.pdf,official_wrong_year_plan,https://www.sdp.edu.cn/__local/A/36/35/91CD6C40BDAFBD317F61B8C08D4_40834A3D_C3252.pdf,verified
JNVC,https://qsy.jinan.gov.cn/col/col8827/art/2026/art_662bf103100c4911838ebd626122637b.html,government_information_disclosure,https://qsy.jinan.gov.cn/col/col8827/art/2026/art_662bf103100c4911838ebd626122637b.html,verified
JNVC,https://qsy.jinan.gov.cn/col/col8827/art/2026/art_adf69c12998c4ddfa566a393606cc050.html,government_information_disclosure,https://qsy.jinan.gov.cn/col/col8827/art/2026/art_adf69c12998c4ddfa566a393606cc050.html,verified
