OK	346052	/Users/liuhongzhe/Desktop/学堂/专业建设/Codex工程/专业教学标准_2025/职业本科/财经商贸大类/工商管理类/330602_市场营销.pdf
OK	362498	/Users/liuhongzhe/Desktop/学堂/专业建设/Codex工程/专业教学标准_2025/职业本科/财经商贸大类/物流类/330802_现代物流管理.pdf
OK	365471	/Users/liuhongzhe/Desktop/学堂/专业建设/Codex工程/专业教学标准_2025/职业本科/电子与信息大类/计算机类/310202_网络工程技术.pdf
OK	356602	/Users/liuhongzhe/Desktop/学堂/专业建设/Codex工程/专业教学标准_2025/职业本科/电子与信息大类/计算机类/310201_计算机应用工程.pdf
OK	352753	/Users/liuhongzhe/Desktop/学堂/专业建设/Codex工程/专业教学标准_2025/职业本科/财经商贸大类/财务会计类/330302_大数据与会计.pdf
OK	350250	/Users/liuhongzhe/Desktop/学堂/专业建设/Codex工程/专业教学标准_2025/职业本科/财经商贸大类/电子商务类/330701_电子商务.pdf
OK	370834	/Users/liuhongzhe/Desktop/学堂/专业建设/Codex工程/专业教学标准_2025/职业本科/电子与信息大类/计算机类/310203_软件工程技术.pdf
OK	374365	/Users/liuhongzhe/Desktop/学堂/专业建设/Codex工程/专业教学标准_2025/职业本科/电子与信息大类/电子信息类/310102_物联网工程技术.pdf
OK	341107	/Users/liuhongzhe/Desktop/学堂/专业建设/Codex工程/专业教学标准_2025/职业本科/财经商贸大类/金融类/330201_金融管理.pdf
OK	352930	/Users/liuhongzhe/Desktop/学堂/专业建设/Codex工程/专业教学标准_2025/职业本科/财经商贸大类/经济贸易类/330501_国际经济与贸易.pdf
OK	349885	/Users/liuhongzhe/Desktop/学堂/专业建设/Codex工程/专业教学标准_2025/职业本科/电子与信息大类/计算机类/310204_数字媒体技术.pdf
OK	371086	/Users/liuhongzhe/Desktop/学堂/专业建设/Codex工程/专业教学标准_2025/职业本科/财经商贸大类/财务会计类/330301_大数据与财务管理.pdf
OK	358560	/Users/liuhongzhe/Desktop/学堂/专业建设/Codex工程/专业教学标准_2025/职业本科/教育与体育大类/体育类/370301_社会体育指导与管理.pdf
OK	358979	/Users/liuhongzhe/Desktop/学堂/专业建设/Codex工程/专业教学标准_2025/职业本科/电子与信息大类/计算机类/310205_大数据工程技术.pdf
OK	361927	/Users/liuhongzhe/Desktop/学堂/专业建设/Codex工程/专业教学标准_2025/职业本科/电子与信息大类/通信类/310301_现代通信工程.pdf
OK	347516	/Users/liuhongzhe/Desktop/学堂/专业建设/Codex工程/专业教学标准_2025/职业本科/交通运输大类/城市轨道交通类/300601_城市轨道交通信号与控制技术.pdf
