institution_code,seed_url,seed_type,evidence_url,verification_status
JXPU,https://www.jxpu.edu.cn/xxjj/xxgk.htm,official_current_school_profile,https://www.jxpu.edu.cn/,verified
JXPU,https://www.jxpu.edu.cn/info/1021/26480.htm,official_current_second_phase_progress,https://www.jxpu.edu.cn/,verified
JXPU,https://www.jxpu.edu.cn/info/1021/15484.htm,official_ship_group_membership,https://www.jxpu.edu.cn/,verified
JXPU,https://cbgcxy.jxpu.edu.cn/zysz/cbgcjszy.htm,official_ship_group_core_major,https://cbgcxy.jxpu.edu.cn/,verified
JXPU,https://cbgcxy.jxpu.edu.cn/zysz/cbdlgcjszy.htm,official_ship_group_core_major,https://cbgcxy.jxpu.edu.cn/,verified
JXPU,https://jxgcxy.jxpu.edu.cn/zyjs/skjs1.htm,official_ship_group_major,https://jxgcxy.jxpu.edu.cn/,verified
JXPU,https://jxgcxy.jxpu.edu.cn/zyjs/gycpzljcjs.htm,official_ship_group_major,https://jxgcxy.jxpu.edu.cn/,verified
JXPU,https://dqgcxy.jxpu.edu.cn/info/1231/2272.htm,official_ship_group_major,https://dqgcxy.jxpu.edu.cn/,verified
JXPU,https://xxgcxy.jxpu.edu.cn/xygk.htm,official_current_electronic_information_group,https://xxgcxy.jxpu.edu.cn/,verified
JXPU,https://dqgcxy.jxpu.edu.cn/xygk/xyjj.htm,official_electrical_college_group_members,https://dqgcxy.jxpu.edu.cn/,verified
JXPU,https://dqgcxy.jxpu.edu.cn/info/1233/2334.htm,official_2025_plan_attachment_page,https://dqgcxy.jxpu.edu.cn/,verified
JXPU,https://xxgcxy.jxpu.edu.cn/kjrh/jxhd.htm,official_training_plan_index,https://xxgcxy.jxpu.edu.cn/,verified
JXPU,https://dqgcxy.jxpu.edu.cn/jxky/wjxz.htm,official_training_plan_index,https://dqgcxy.jxpu.edu.cn/,verified
JXPU,https://zsw.jxpu.edu.cn/info/1094/3596.htm,official_2025_admission_major_list,https://zsw.jxpu.edu.cn/,verified
