institution_code,seed_url,seed_type,evidence_url,verification_status
SXJD,https://www.sxjdxy.edu.cn/rcpy/zyrcpyfa.htm,teaching_affairs,https://www.sxjdxy.edu.cn/rcpy/zyrcpyfa.htm,verified
HNZJ,https://jwc.hnzj.edu.cn/rcpy/znzzxy.htm,teaching_affairs,https://jwc.hnzj.edu.cn/rcpy/znzzxy.htm,verified
HNZJ,https://jwc.hnzj.edu.cn/rcpy/clgcxy.htm,teaching_affairs,https://jwc.hnzj.edu.cn/rcpy/clgcxy.htm,verified
HNZJ,https://jwc.hnzj.edu.cn/rcpy/kzgcxy.htm,teaching_affairs,https://jwc.hnzj.edu.cn/rcpy/kzgcxy.htm,verified
WZVTC,https://jwc.wzvtc.cn/2025/1222/c550679a3161707/page.htm,teaching_affairs,https://jwc.wzvtc.cn/2025/1222/c550679a3161707/page.htm,verified
HNPI,https://www.hnpi.edu.cn/jwc/2025/0930/c624a117552/page.htm,teaching_affairs,https://www.hnpi.edu.cn/jwc/2025/0930/c624a117552/page.htm,verified
BITC,https://admission.bitc.edu.cn/info/1371/5841.htm,teaching_affairs,https://admission.bitc.edu.cn/info/1371/5841.htm,verified
HNCC,https://www.hncc.edu.cn/index/rcpyfa.htm,teaching_affairs,https://www.hncc.edu.cn/index/rcpyfa.htm,verified
BGY,https://www.bgy.edu.cn/xxxw/d60be85826fd425d93a980c229c8dac9.htm,official_group_announcement,https://www.bgy.edu.cn/xxxw/d60be85826fd425d93a980c229c8dac9.htm,verified
BGY,https://jwc.bgy.edu.cn/,teaching_affairs,https://jwc.bgy.edu.cn/,verified
TJMVTC,https://jw.tjmvtc.edu.cn/info/1058/1267.htm,teaching_affairs,https://jw.tjmvtc.edu.cn/info/1058/1267.htm,verified
