institution_code,seed_url,seed_type,evidence_url,verification_status
WFVC,https://zs.sdwfvc.edu.cn/info/1153/5560.htm,official_second_phase_evidence,https://zs.sdwfvc.edu.cn/info/1153/5560.htm,verified
WFVC,https://www.sdwfvc.edu.cn/info/1813/283053.htm,official_second_phase_group_evidence,https://www.sdwfvc.edu.cn/info/1813/283053.htm,verified
WFVC,https://nl.sdwfvc.edu.cn/info/1285/7062.htm,official_current_college_profile,https://nl.sdwfvc.edu.cn/info/1285/7062.htm,verified
WFVC,https://zs.sdwfvc.edu.cn/info/1060/4023.htm,official_major_evidence,https://zs.sdwfvc.edu.cn/info/1060/4023.htm,verified
WFVC,https://zs.sdwfvc.edu.cn/info/1060/1687.htm,official_group_member_evidence,https://zs.sdwfvc.edu.cn/info/1060/1687.htm,verified
WFVC,https://zs.sdwfvc.edu.cn/info/1060/1685.htm,official_group_member_evidence,https://zs.sdwfvc.edu.cn/info/1060/1685.htm,verified
WFVC,https://zs.sdwfvc.edu.cn/info/1060/1688.htm,official_group_member_evidence,https://zs.sdwfvc.edu.cn/info/1060/1688.htm,verified
WFVC,https://jwc.sdwfvc.edu.cn/rcpy/pyfa/nlkjxy.htm,teaching_affairs_plan_index,https://jwc.sdwfvc.edu.cn/rcpy/pyfa/nlkjxy.htm,verified
WFVC,https://jwc.sdwfvc.edu.cn/info/2174/8586.htm,official_wrong_year_plan,https://jwc.sdwfvc.edu.cn/info/2174/8586.htm,verified
WFVC,https://jwc.sdwfvc.edu.cn/info/2174/8616.htm,official_wrong_year_plan,https://jwc.sdwfvc.edu.cn/info/2174/8616.htm,verified
WFVC,https://jwc.sdwfvc.edu.cn/info/2174/8606.htm,official_wrong_year_plan,https://jwc.sdwfvc.edu.cn/info/2174/8606.htm,verified
WFVC,https://jwc.sdwfvc.edu.cn/info/2174/8596.htm,official_wrong_year_plan,https://jwc.sdwfvc.edu.cn/info/2174/8596.htm,verified
