institution_code,seed_url,seed_type,evidence_url,verification_status
HNACVC,https://www.hnmeida.com.cn/,official_home,https://www.hnmeida.com.cn/,verified
HNACVC,https://www.hnmeida.com.cn/xxgk/info/1041/1432.htm,official_second_phase_group,https://www.hnmeida.com.cn/xxgk/info/1041/1432.htm,verified
HNACVC,https://www.hnmeida.com.cn/znzz/info/1244/4070.htm,official_group_membership,https://www.hnmeida.com.cn/znzz/info/1244/4070.htm,verified
HNACVC,https://www.hnmeida.com.cn/jwc/info/1085/2554.htm,official_2025_training_plan_index,https://www.hnmeida.com.cn/jwc/info/1085/2554.htm,verified
HNACVC,https://www.hnmeida.com.cn/xxysxy/info/1003/3757.htm,official_2025_training_plan_page,https://www.hnmeida.com.cn/jwc/info/1085/2554.htm,verified
HNACVC,https://www.hnmeida.com.cn/sgysxy/info/1117/2474.htm,official_2025_training_plan_page,https://www.hnmeida.com.cn/jwc/info/1085/2554.htm,verified
HNACVC,https://www.hnmeida.com.cn/sgysxy/info/1117/2464.htm,official_2025_training_plan_page,https://www.hnmeida.com.cn/jwc/info/1085/2554.htm,verified
HNACVC,https://www.hnmeida.com.cn/sgysxy/info/1117/2484.htm,official_2025_training_plan_page,https://www.hnmeida.com.cn/jwc/info/1085/2554.htm,verified
HNACVC,https://www.hnmeida.com.cn/sgysxy/info/1117/2494.htm,official_2025_training_plan_page,https://www.hnmeida.com.cn/jwc/info/1085/2554.htm,verified
HNACVC,https://www.hnmeida.com.cn/__local/C/7C/3A/54B6471B0B073550F4F08BB4C81_09ED4E4C_141B33.pdf,official_2025_training_plan,https://www.hnmeida.com.cn/jwc/info/1085/2554.htm,verified
HNACVC,https://www.hnmeida.com.cn/__local/4/47/83/362416E128317E38CBC34C3833E_9BEB1E8C_DFB98.pdf,official_2025_training_plan,https://www.hnmeida.com.cn/jwc/info/1085/2554.htm,verified
HNACVC,https://www.hnmeida.com.cn/__local/B/58/FE/18BF2FEDE4B513C3CBC64D5D4DE_EEBF3D3F_10BBC4.pdf,official_2025_training_plan,https://www.hnmeida.com.cn/jwc/info/1085/2554.htm,verified
HNACVC,https://www.hnmeida.com.cn/__local/A/DF/AD/412B94D4CDDE282ACB4D8019984_93DEF0D7_FF14E.pdf,official_2025_training_plan,https://www.hnmeida.com.cn/jwc/info/1085/2554.htm,verified
HNACVC,https://www.hnmeida.com.cn/__local/1/42/82/593F3D20364191ADDB2DCD0A15A_896DDB85_1133B4.pdf,official_2025_training_plan,https://www.hnmeida.com.cn/jwc/info/1085/2554.htm,verified
