institution_code,seed_url,seed_type,evidence_url,verification_status
ZSTP,https://www.tech.net.cn/upload/202511/27/202511271503569475.pdf,official_second_phase_funding,https://www.tech.net.cn/upload/202511/27/202511271503569475.pdf,verified
ZSTP,https://www.zstp.edu.cn/info/1043/92211.htm,official_current_new_double_high_group_news,https://www.zstp.edu.cn/,verified
ZSTP,https://www.zstp.edu.cn/__local/B/A4/F8/DA0A695481C9F52D69775A2D4BB_C5000B0E_539D9E.pdf,official_2025_quality_report,https://www.zstp.edu.cn/,verified
ZSTP,https://www.zstp.edu.cn/yqdx/zyyl.htm,official_current_major_index,https://www.zstp.edu.cn/,verified
ZSTP,https://www.zstp.edu.cn/sbwz/zyrc/index.html,official_talent_plan_archive,https://www.zstp.edu.cn/,verified
ZSTP,https://www.zstp.edu.cn/sbwz/zyrc/lst.html?item=zbzz_2025,official_2025_equipment_plans_index,https://www.zstp.edu.cn/sbwz/zyrc/index.html,verified
ZSTP,https://www.zstp.edu.cn/sbwz/zyrc/files/zbzz_2025__1.pdf,official_2025_talent_plan_pdf,https://www.zstp.edu.cn/sbwz/zyrc/lst.html?item=zbzz_2025,verified
ZSTP,https://www.zstp.edu.cn/sbwz/zyrc/files/zbzz_2025__2.pdf,official_2025_talent_plan_pdf,https://www.zstp.edu.cn/sbwz/zyrc/lst.html?item=zbzz_2025,verified
ZSTP,https://www.zstp.edu.cn/sbwz/zyrc/files/zbzz_2025__4.pdf,official_2025_talent_plan_pdf,https://www.zstp.edu.cn/sbwz/zyrc/lst.html?item=zbzz_2025,verified
ZSTP,https://www.zstp.edu.cn/sbwz/zyrc/files/zbzz_2025__6.pdf,official_2025_talent_plan_pdf,https://www.zstp.edu.cn/sbwz/zyrc/lst.html?item=zbzz_2025,verified
