institution_code,seed_url,seed_type,evidence_url,verification_status
FJCPC,https://www.fjcpc.edu.cn/zs/fjczjtzyxy2026nptgkzszc/list.htm,official_current_second_phase_groups,https://www.fjcpc.edu.cn/,verified
FJCPC,https://www.fjcpc.edu.cn/cz/_t391/2024/0401/c2840a93411/page.htm,official_current_navigation_group_members,https://www.fjcpc.edu.cn/cz/,verified
FJCPC,https://www.fjcpc.edu.cn/dl/2025/0628/c2302a100490/page.htm,official_current_road_bridge_group_members,https://www.fjcpc.edu.cn/dl/,verified
FJCPC,https://www.fjcpc.edu.cn/aq/2026/0326/c399a103757/page.htm,official_current_road_bridge_group_members,https://www.fjcpc.edu.cn/aq/,verified
FJCPC,https://www.fjcpc.edu.cn/jwc/hhxy/list.htm,official_2025_training_plan_index,https://www.fjcpc.edu.cn/,verified
FJCPC,https://www.fjcpc.edu.cn/jwc/tmgcxy/list.htm,official_2025_training_plan_index,https://www.fjcpc.edu.cn/,verified
FJCPC,https://www.fjcpc.edu.cn/jwc/aqyhjxy/list.htm,official_2025_training_plan_index,https://www.fjcpc.edu.cn/,verified
FJCPC,https://www.fjcpc.edu.cn/jwc/2025/0831/c3769a101239/page.htm,official_2025_training_plan_page,https://www.fjcpc.edu.cn/jwc/hhxy/list.htm,verified
FJCPC,https://www.fjcpc.edu.cn/jwc/2025/0831/c3769a101240/page.htm,official_2025_training_plan_page,https://www.fjcpc.edu.cn/jwc/hhxy/list.htm,verified
FJCPC,https://www.fjcpc.edu.cn/jwc/2025/0831/c3769a101237/page.htm,official_2025_training_plan_page,https://www.fjcpc.edu.cn/jwc/hhxy/list.htm,verified
FJCPC,https://www.fjcpc.edu.cn/jwc/2025/0831/c3774a101261/page.htm,official_2025_training_plan_page,https://www.fjcpc.edu.cn/jwc/tmgcxy/list.htm,verified
FJCPC,https://www.fjcpc.edu.cn/jwc/2025/0831/c3774a101266/page.htm,official_2025_training_plan_page,https://www.fjcpc.edu.cn/jwc/tmgcxy/list.htm,verified
FJCPC,https://www.fjcpc.edu.cn/jwc/2025/0831/c3774a101260/page.htm,official_2025_training_plan_page,https://www.fjcpc.edu.cn/jwc/tmgcxy/list.htm,verified
FJCPC,https://www.fjcpc.edu.cn/jwc/2025/0831/c3777a101235/page.htm,official_2025_training_plan_page,https://www.fjcpc.edu.cn/jwc/aqyhjxy/list.htm,verified
FJCPC,https://www.fjcpc.edu.cn/jwc/2025/0831/c3777a101236/page.htm,official_2025_training_plan_page,https://www.fjcpc.edu.cn/jwc/aqyhjxy/list.htm,verified
