institution_code,seed_url,seed_type,evidence_url,verification_status
ZZRVTC,https://www.zzrvtc.edu.cn/xxgk/list.htm,official_current_second_phase_groups_and_members,https://www.zzrvtc.edu.cn/,verified
ZZRVTC,https://www.zzrvtc.edu.cn/jwgl2/3513/list.htm,official_training_plan_index,https://www.zzrvtc.edu.cn/jwgl2/,verified
ZZRVTC,https://www.zzrvtc.edu.cn/jwgl2/2025/1120/c3513a136920/page.htm,official_2025_plan_page,https://www.zzrvtc.edu.cn/jwgl2/,verified
ZZRVTC,https://www.zzrvtc.edu.cn/jwgl2/2026/0107/c3513a138910/page.htm,official_2025_plan_page,https://www.zzrvtc.edu.cn/jwgl2/,verified
ZZRVTC,https://www.zzrvtc.edu.cn/jwgl2/2026/0107/c3513a138908/page.htm,official_2025_plan_page,https://www.zzrvtc.edu.cn/jwgl2/,verified
ZZRVTC,https://www.zzrvtc.edu.cn/jwgl2/2025/1120/c3513a136919/page.htm,official_2025_plan_page,https://www.zzrvtc.edu.cn/jwgl2/,verified
ZZRVTC,https://www.zzrvtc.edu.cn/jwgl2/2025/1011/c3513a136083/page.htm,official_2025_plan_page,https://www.zzrvtc.edu.cn/jwgl2/,verified
ZZRVTC,https://www.zzrvtc.edu.cn/jwgl2/2025/1121/c3513a137050/page.htm,official_2025_plan_page,https://www.zzrvtc.edu.cn/jwgl2/,verified
ZZRVTC,https://www.zzrvtc.edu.cn/jwgl2/2025/1121/c3513a137049/page.htm,official_2025_plan_page,https://www.zzrvtc.edu.cn/jwgl2/,verified
ZZRVTC,https://www.zzrvtc.edu.cn/jwgl2/2025/1120/c3513a136924/page.htm,official_2025_plan_page,https://www.zzrvtc.edu.cn/jwgl2/,verified
ZZRVTC,https://www.zzrvtc.edu.cn/jwgl2/2025/1120/c3513a136923/page.htm,official_2025_plan_page,https://www.zzrvtc.edu.cn/jwgl2/,verified
ZZRVTC,https://www.zzrvtc.edu.cn/jwgl2/2025/1120/c3513a136918/page.htm,official_2025_plan_page,https://www.zzrvtc.edu.cn/jwgl2/,verified
